Title,Location,Company,Rating,Description
Data Analyst,Bengaluru,Target, 4.0,"Description:  About us:  Target is an iconic brand, a Fortune 50 company and one of Americas leading retailers.  Behind one of the worlds best loved brands is a uniquely capable and brilliant team ofdata scientists, engineers and analysts. The Target Data Science & Analytics team creates thetools and data productsto sustainably educate and enable our business partners to make greatdata-based decisions. We help develop the technology that personalizes the guest experience, fromproduct recommendationsto relevant ad content. Were also the source of the data and analytics behind Targets Internet of Things (IOT) applications, fraud detection, Supply Chain optimization and demand forecasting. We play a key role in identifying the test-and-measureor A/B testopportunitiesthat continuously help Target improve the guest experience, whether they love to shop in stores or at Target.com.  A role withData Science and Analytics (DSA) means beinga partof the team that works closely with the business and identifies problems / opportunities for improved decision-making through better data analysis. This covers the whole gamut from simple descriptive analysis to more complex predictive and prescriptive analytics, using advanced modeling and machine learning techniques primarily using open source technologies and big data platforms. The emphasis is on actionable insights, which is possible through a combination of technical skills and business understanding.  As Data Analyst, DSA you will work closely with business/product teams and understand their priorities/roadmap. Based on this understanding, you are expected to identify appropriate metrics that will drive the right decisions for the business, and then build reporting solutions to deliver these metrics at the required frequency in an optimal and reliable fashion. You will also answer ad-hoc questions from your business users by conducting quick analysis on relevant data, identify trends and correlations, and form hypotheses to explain the observations. Some of these will lead to bigger analytical projects of increasing complexity, where you will work initially as a part of a bigger team, but also work independently as you gain more experience. Finally, you are expected to always adhere to project schedule and technical rigor as well as requirements for documentation, code versioning, etc.  Core responsibilities are described within this job description. Job duties may change at any time due to business needs.  About You: B.Tech / B.E. or equivalent experience 1+ years of relevant experience Hands-on experience in analytics / data science Understanding of foundational mathematics and statistics Conceptual understanding of analytical techniques like Linear Regression, Logistic Regression, Time-series models, Classification Techniques, etc. Basic SQL skills Strong written and verbal communication skills to explain complex analytical methodologies to clients regardless of the clients technical expertise Exposure to R, Python, Hive, or other open source languages preferable Big data experience preferable Qualifications:"
Data Scientist,Hyderabad,Hiddime, 4.6,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Scientist,Bengaluru,Youplus,None,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Scientist,Pune,Aera Technology,None,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Scientist,Bengaluru,ShareChat, 5.0,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Scientist,Bengaluru,Yottaasys, 5.0,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Scientist,Kochi,Petrolink Services,None,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Scientist,Bengaluru,pinch,None,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Analyst,Mumbai,LexisNexis Risk Solutions,None,"Roles & Responsibilities As part of our Data Science team, you will solve some of the most challenging and impactful problems in Natural Language Processing, Machine Learning, Deep Learning, Recommendation Systems, Information Retrieval and Voice Recognition for improving Customer experience, Doctor experience and operational challenges in delivering millions of consultations. You will design and develop machine learning models that help extract structured data from consultations in multiple Indian languages, along with models for various problems impacting overall business metrics. You have hands-on implementation experience with building machine learning models into products and well versed with Python, R, scikit-learn, NumPy, Pandas, PyTorch, TensorFlow, Keras or similar frameworks. You have the necessary data pre-processing and engineering skills to roll out the models and classifiers; Have experience with relational and document DBs. Have good understanding of scalability challenges and have deployed and ran real-time scalable ML models in production. You will be working with Doctors and Nurses to help garner the relevant domain knowledge for building useful models. You will also be closely working with product teams to deliver AI driven product experiences. Skills & Qualifications 1+ yrs. relevant experience in Data Science, Machine Learning, NLP Tier 1 academic background (IIT/BITS/IIIT/NIT) or proven ability with analytical andlogicalskills Strong working knowledge of NLP, deep learning, machine learning, and statistics. Strong math skills with statistical modeling/machine learning. Experience in using Python, statistical/machine learning libs. Ability to think creatively and solve problems. Data presentation skills. Thanks & Regards Email - Neha@expertease.co.in Contact - 040 - 47473303 whatsapp - 9100033522  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming, Maintenance Role Category: Programming & Design Role: Software Developer Employment Type: Permanent Job, Full Time Keyskills data scientsidt"
Data Scientist,New Delhi,Sentieo,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Hyderabad,Amazon Dev Center India - Hyd,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Assistant Manager Analytics,Chennai,Flex, 3.6,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Analyst,India,Société Générale,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Chennai,BrandIdea Consultancy P Ltd, 2.5,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Noida,Lantern Digital Services,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Bengaluru,Germane Analytics Pvt Ltd,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Chennai,Picks,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Mumbai,Corporate Zoom,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Bengaluru,Atonarp,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Chandigarh,Firminiq,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Bengaluru,ScaleIn,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
Data Scientist,Noida,Lexx Digital,None,"We're looking for highly qualified Data Scientists to join our team and help us build an ever-more excellent service for our customers. We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small (but growing team) where you will have a major voice in deciding which projects to undertake. We're looking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.  Responsibilities: Selecting and engineering features to build and based on mining of our large text and financials database. Prototyping/Testing algorithms to help inform us what to build. Training and tuning a variety of machine learning models. Data mining using NLP & state-of-the-art methods. Enhancing data collection procedures to include information that is relevant for building analytic systems.  Requirements: Knowledge and hands-on working experience with ML techniques and tools. Strong understanding of basic statistics concepts including population, confidence intervals, correlation, significance, probability, distributions, hypothesis testing, etc. Strong grounded concepts and application knowledge of ML techniques including linear/logistic regression, decision trees, classification, clustering, ensembles, text mining to build models. Hands-on experience with Python and familiarity with machine learning frameworks. Comfortable with data visualization tools like pandas, seaborn and matplotlib. Ability to work independently and collaboratively within a team. Flexible, adaptive, quick learner."
